Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-05-12 06:00:00,SECONDARY CODES,ATM RELATED CRIME,Tuesday,CENTRAL,NONE,1300 Block of COLUMBUS AV,-122.419232131738,37.8064740791427
2015-05-12 06:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,CENTRAL,NONE,1300 Block of COLUMBUS AV,-122.419232131738,37.8064740791427
2015-05-12 06:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,200 Block of SADOWA ST,-122.460831873054,37.71222950430271
2015-05-12 06:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,TARAVAL,NONE,400 Block of PLYMOUTH AV,-122.45613595230301,37.7144981006436
2015-05-12 06:00:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Tuesday,CENTRAL,NONE,500 Block of SANSOME ST,-122.40160542858601,37.795074606879396
2015-05-12 06:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,JUNIPERO SERRA BL / STRATFORD DR,-122.47250551894399,37.7185067771009
2015-05-12 05:15:00,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Tuesday,CENTRAL,NONE,0 Block of CLAY ST,-122.39617056066002,37.7954869937274
2015-05-12 05:00:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,SOUTHERN,NONE,FOLSOM ST / 1ST ST,-122.394484874311,37.787298235524396
2015-05-12 04:52:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,500 Block of 5TH ST,-122.39998111123998,37.7776242389287
2015-05-12 04:45:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,BAYVIEW,"ARREST, BOOKED",1400 Block of NEWCOMB AV,-122.387035897704,37.7336026496641
2015-05-12 04:30:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,INGLESIDE,UNFOUNDED,200 Block of ELLINGTON AV,-122.44513664180799,37.7133712556823
2015-05-12 04:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,0 Block of GRAFTON AV,-122.453603483069,37.7199844425687
2015-05-12 03:47:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED",BRYANT ST / 2ND ST,-122.393622739343,37.783079119147104
2015-05-12 03:35:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,5TH ST / BRYANT ST,-122.400302421513,37.777799229041904
2015-05-12 03:15:00,SECONDARY CODES,DOMESTIC VIOLENCE,Tuesday,BAYVIEW,"ARREST, BOOKED",1000 Block of LECONTE AV,-122.39800417734,37.7190331787318
2015-05-12 03:15:00,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,BAYVIEW,"ARREST, BOOKED",1000 Block of LECONTE AV,-122.39800417734,37.7190331787318
2015-05-12 02:25:00,NON-CRIMINAL,AIDED CASE,Tuesday,SOUTHERN,NONE,5TH ST / BRYANT ST,-122.400302421513,37.777799229041904
2015-05-12 02:00:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Tuesday,PARK,NONE,100 Block of MUSEUM WY,-122.440134716077,37.76460486679321
2015-05-12 01:46:00,ARSON,ARSON OF A VEHICLE,Tuesday,BAYVIEW,NONE,1400 Block of SELBY ST,-122.40115237098101,37.738362825899294
2015-05-12 01:45:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,MISSION,NONE,19TH ST / SANCARLOS ST,-122.419978651361,37.7601885649193
2015-05-12 01:40:00,ASSAULT,BATTERY,Tuesday,RICHMOND,"ARREST, BOOKED",4700 Block of GEARY BL,-122.47019041590099,37.7808757916602
2015-05-12 01:40:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,RICHMOND,"ARREST, BOOKED",4700 Block of GEARY BL,-122.47019041590099,37.7808757916602
2015-05-12 01:40:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,RICHMOND,"ARREST, BOOKED",4700 Block of GEARY BL,-122.47019041590099,37.7808757916602
2015-05-12 01:30:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,TARAVAL,NONE,1600 Block of 9TH AV,-122.465784610532,37.7574984351961
2015-05-12 01:15:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,PARK,UNFOUNDED,200 Block of DOWNEY ST,-122.44691693983201,37.76538453362861
2015-05-12 01:05:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,INGLESIDE,"ARREST, BOOKED",MISSION ST / 29TH ST,-122.42089659873501,37.7440381549154
2015-05-12 01:01:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,BAYVIEW,"ARREST, BOOKED",100 Block of FELTON ST,-122.40611462810499,37.729697100923204
2015-05-12 01:01:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Tuesday,BAYVIEW,"ARREST, BOOKED",100 Block of FELTON ST,-122.40611462810499,37.729697100923204
2015-05-12 01:01:00,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Tuesday,BAYVIEW,"ARREST, BOOKED",100 Block of FELTON ST,-122.40611462810499,37.729697100923204
2015-05-12 01:01:00,BURGLARY,"BURGLARY, VEHICLE, ATT. (ARREST MADE)",Tuesday,BAYVIEW,"ARREST, BOOKED",100 Block of FELTON ST,-122.40611462810499,37.729697100923204
2015-05-12 01:01:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,BAYVIEW,"ARREST, BOOKED",100 Block of FELTON ST,-122.40611462810499,37.729697100923204
2015-05-12 01:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,TENDERLOIN,NONE,300 Block of OFARRELL ST,-122.41050925879499,37.786043222299206
2015-05-12 01:00:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.41135913835699,37.7764944808779
2015-05-12 01:00:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.41135913835699,37.7764944808779
2015-05-12 01:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,600 Block of CHESTNUT ST,-122.41407704553801,37.8037038923979
2015-05-12 01:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-12 01:00:00,ASSAULT,TRESPASS WITHIN 30 DAYS OF CREDIBLE THREAT,Tuesday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2015-05-12 01:00:00,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,MISSION,NONE,MARKET ST / CHURCH ST,-122.42895003272699,37.7675027326801
2015-05-12 00:59:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Tuesday,BAYVIEW,NONE,1000 Block of CONNECTICUT ST,-122.39720193799299,37.75353512427621
2015-05-12 00:45:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE,LEAVENWORTH ST / VALLEJO ST,-122.417032799923,37.797542334046604
2015-05-12 00:32:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, BOOKED",MISSION ST / 16TH ST,-122.419671780296,37.7650501214668
2015-05-12 00:15:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,TARAVAL,"ARREST, BOOKED",LINCOLN WY / 10TH AV,-122.467514101042,37.7658764339105
2015-05-12 00:10:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,INGLESIDE,"ARREST, BOOKED",3100 Block of MISSION ST,-122.41860971910201,37.7474453071495
2015-05-12 00:10:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,INGLESIDE,"ARREST, BOOKED",3100 Block of MISSION ST,-122.41860971910201,37.7474453071495
2015-05-12 00:10:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,INGLESIDE,"ARREST, BOOKED",3100 Block of MISSION ST,-122.41860971910201,37.7474453071495
2015-05-12 00:01:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,INGLESIDE,NONE,1700 Block of FELTON ST,-122.421880457136,37.7255738014945
2015-05-12 00:01:00,DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,Tuesday,NORTHERN,"ARREST, BOOKED",1400 Block of POLK ST,-122.420660609645,37.7900998202351
2015-05-12 00:01:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,TARAVAL,NONE,0 Block of ASHTON AV,-122.46232361558901,37.7193876630599
2015-05-12 00:01:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,NORTHERN,"ARREST, BOOKED",EDDY ST / POLK ST,-122.419183096362,37.78309982445921
2015-05-12 00:01:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,CENTRAL,NONE,STOCKTON ST / PACIFIC AV,-122.408433097286,37.7967039278443
2015-05-11 23:59:00,SEX OFFENSES FORCIBLE,SODOMY (ADULT VICTIM),Monday,MISSION,NONE,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2015-05-11 23:56:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,INGLESIDE,NONE,500 Block of ALEMANY BL,-122.42130534839599,37.7321638759455
2015-05-11 23:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,1800 Block of GREAT HY,-122.508238363207,37.75188707876229
2015-05-11 23:35:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,NORTHERN,NONE,700 Block of POLK ST,-122.419387180576,37.7837899781799
2015-05-11 23:30:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,SOUTHERN,NONE,SOUTH VAN NESS AV / PLUM ST,-122.41793965879101,37.7708688225602
2015-05-11 23:20:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,MISSION,NONE,500 Block of GUERRERO ST,-122.424036887526,37.7627513875316
2015-05-11 23:17:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, BOOKED",6TH ST / MARKET ST,-122.41029351969,37.7822305870036
2015-05-11 23:00:00,TRESPASS,TRESPASSING,Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of POWELL ST,-122.40820165725401,37.7868849113107
2015-05-11 23:00:00,ASSAULT,BATTERY OF A POLICE OFFICER,Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of POWELL ST,-122.40820165725401,37.7868849113107
2015-05-11 23:00:00,OTHER OFFENSES,RESISTING ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of POWELL ST,-122.40820165725401,37.7868849113107
2015-05-11 23:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,400 Block of PERU AV,-122.426075178406,37.7269358521893
2015-05-11 23:00:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,BAYVIEW,NONE,100 Block of CHANNEL ST,-122.39075327366301,37.774379234780795
2015-05-11 23:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,RICHMOND,NONE,600 Block of 40TH AV,-122.500517099035,37.776487679331005
2015-05-11 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,900 Block of HOWARD ST,-122.40650848700301,37.7803313209065
2015-05-11 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1100 Block of EDDY ST,-122.42577891406,37.7823192392643
2015-05-11 23:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,RANDOLPH ST / RAMSELL ST,-122.466196824742,37.7142802754796
2015-05-11 23:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,TARAVAL,NONE,MORAGA ST / 11TH AV,-122.46686187236601,37.75653394977221
2015-05-11 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,MORAGA ST / 8TH AV,-122.486245450953,37.755681448829606
2015-05-11 22:51:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-11 22:45:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,MISSION,"ARREST, BOOKED",CAPP ST / 19TH ST,-122.41812008648998,37.7603012340397
2015-05-11 22:30:00,ROBBERY,"ROBBERY, BODILY FORCE",Monday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.416916142188,37.78439444920679
2015-05-11 22:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,BAYVIEW,"ARREST, BOOKED",CARROLL AV / QUINT ST,-122.40270123025101,37.7302663640551
2015-05-11 22:30:00,OTHER OFFENSES,RESISTING ARREST,Monday,BAYVIEW,"ARREST, BOOKED",CARROLL AV / QUINT ST,-122.40270123025101,37.7302663640551
2015-05-11 22:30:00,ASSAULT,BATTERY OF A POLICE OFFICER,Monday,BAYVIEW,"ARREST, BOOKED",CARROLL AV / QUINT ST,-122.40270123025101,37.7302663640551
2015-05-11 22:23:00,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Monday,INGLESIDE,NONE,0 Block of LELAND AV,-122.40524821832399,37.7117227123477
2015-05-11 22:23:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,INGLESIDE,NONE,0 Block of LELAND AV,-122.40524821832399,37.7117227123477
2015-05-11 22:23:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,INGLESIDE,NONE,0 Block of LELAND AV,-122.40524821832399,37.7117227123477
2015-05-11 22:20:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,INGLESIDE,"ARREST, BOOKED",29TH ST / MISSION ST,-122.42089659873501,37.7440381549154
2015-05-11 22:17:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,7TH ST / BRYANT ST,-122.404749273533,37.7742800977454
2015-05-11 22:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,2ND ST / BRANNAN ST,-122.39208230532101,37.78184577225729
2015-05-11 22:12:00,FORGERY/COUNTERFEITING,"FORGERY, POSSESSION DRIVERS LICENSE OR ID-CARD",Monday,MISSION,JUVENILE BOOKED,2100 Block of MISSION ST,-122.41947048851499,37.762270173991396
2015-05-11 22:12:00,OTHER OFFENSES,RESISTING ARREST,Monday,MISSION,JUVENILE BOOKED,2100 Block of MISSION ST,-122.41947048851499,37.762270173991396
2015-05-11 22:12:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Monday,MISSION,JUVENILE BOOKED,2100 Block of MISSION ST,-122.41947048851499,37.762270173991396
2015-05-11 22:12:00,VANDALISM,"VANDALISM OR GRAFFITI TOOLS, POSSESSION",Monday,MISSION,JUVENILE BOOKED,2100 Block of MISSION ST,-122.41947048851499,37.762270173991396
2015-05-11 22:05:00,NON-CRIMINAL,LOCATED PROPERTY,Monday,BAYVIEW,NONE,600 Block of ARKANSAS ST,-122.398022805075,37.758626164959104
2015-05-11 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,JEFFERSON ST / RICHARDHENRYDANA PL,-122.419087676744,37.80780155154171
2015-05-11 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,VANNESS AV / UNION ST,-122.423985900144,37.798552579013204
2015-05-11 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,NONE,MISSION ST / 29TH ST,-122.42089659873501,37.7440381549154
2015-05-11 21:41:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,INGLESIDE,"ARREST, BOOKED",3300 Block of MISSION ST,-122.42164447844699,37.7429970144076
2015-05-11 21:41:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,SUTTER ST / HYDE ST,-122.4168291485,37.788178697075
2015-05-11 21:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,NORTHERN,NONE,300 Block of IVY ST,-122.423922154334,37.77729679162871
2015-05-11 21:30:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,TARAVAL,NONE,1700 Block of 36TH AV,-122.49482351934499,37.7543484793963
2015-05-11 21:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2015-05-11 21:15:00,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Monday,SOUTHERN,NONE,MISSION ST / 4TH ST,-122.404270179486,37.78447885387449
2015-05-11 21:10:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,CENTRAL,NONE,200 Block of BATTERY ST,-122.400171834642,37.793905073184796
2015-05-11 21:07:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,500 Block of BOSWORTH ST,-122.433536099752,37.7335561383577
2015-05-11 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,1500 Block of MCKINNON AV,-122.388358368929,37.73530492784071
2015-05-11 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,BUSH ST / POLK ST,-122.420307355721,37.788698951164704
2015-05-11 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE,2ND ST / FOLSOM ST,-122.396707150502,37.785542950304105
2015-05-11 20:55:00,SECONDARY CODES,ATM RELATED CRIME,Monday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2015-05-11 20:55:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2015-05-11 20:48:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.413237516676,37.78284302332129
2015-05-11 20:45:00,WEAPON LAWS,POSS OF LOADED FIREARM,Monday,MISSION,"ARREST, BOOKED",MISSION ST / 19TH ST,-122.41920824950701,37.7602340753605
2015-05-11 20:45:00,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Monday,MISSION,"ARREST, BOOKED",MISSION ST / 19TH ST,-122.41920824950701,37.7602340753605
2015-05-11 20:36:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,BAYVIEW,"ARREST, BOOKED",3RD ST / EVANS AV,-122.38792738760901,37.7427030847405
2015-05-11 20:35:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,POLK ST / CALIFORNIA ST,-122.420691680792,37.7905770710537
2015-05-11 20:33:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,NONE,18TH ST / CASTRO ST,-122.435002864298,37.7608878061194
2015-05-11 20:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,PARK,NONE,1700 Block of MCALLISTER ST,-122.440879521853,37.77753219352179
2015-05-11 20:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,1100 Block of HAIGHT ST,-122.441204473945,37.7707947517933
2015-05-11 20:19:00,WARRANTS,WARRANT ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of TURK ST,-122.411593095704,37.78305295107821
2015-05-11 20:19:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of TURK ST,-122.411593095704,37.78305295107821
2015-05-11 20:15:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,BAYVIEW,NONE,700 Block of KANSAS ST,-122.403039402863,37.760246570891
2015-05-11 20:15:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,TARAVAL,"ARREST, BOOKED",1500 Block of 24TH AV,-122.482085505301,37.7586485350409
2015-05-11 20:10:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,ULLOA ST / 46TH AV,-122.47010439701401,37.7414237082254
2015-05-11 20:05:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE,1ST ST / STEVENSON ST,-122.39859392873801,37.7905696197829
2015-05-11 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,PARK,NONE,2600 Block of GEARY BL,-122.446612978839,37.7822458223917
2015-05-11 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,300 Block of COLERIDGE ST,-122.421448279256,37.7409115488324
2015-05-11 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,PARK,NONE,100 Block of CRESTMONT DR,-122.459238740294,37.7553267974105
2015-05-11 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,NONE,300 Block of ASHTON AV,-122.46234920714701,37.7250992096064
2015-05-11 20:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Monday,PARK,NONE,1600 Block of GROVE ST,-122.443795899939,37.7752430361844
2015-05-11 20:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TENDERLOIN,NONE,OFARRELL ST / MASON ST,-122.40968619183701,37.7862042105295
2015-05-11 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,FULTON ST / BRODERICK ST,-122.439846616567,37.7766442432053
2015-05-11 20:00:00,ROBBERY,"ROBBERY, BODILY FORCE",Monday,INGLESIDE,NONE,CESAR CHAVEZ ST / HAMPSHIRE ST,-122.406758995794,37.748767227274605
2015-05-11 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,WASHINGTON ST / FRANKLIN ST,-122.42451983500901,37.79284128404471
2015-05-11 19:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, BOOKED",HARRISON ST / 10TH ST,-122.41127918996901,37.7715785765043
2015-05-11 19:45:00,FRAUD,"FALSE PRETENSES, GRAND THEFT",Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-05-11 19:45:00,ASSAULT,BATTERY,Monday,MISSION,NONE,4000 Block of 18TH ST,-122.43444692866699,37.7608670671665
2015-05-11 19:45:00,FRAUD,"CREDIT CARD, THEFT OF",Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-05-11 19:45:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Monday,INGLESIDE,NONE,0 Block of MANSFIELD ST,-122.423960312829,37.7238686463362
2015-05-11 19:45:00,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-05-11 19:44:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,TREAT AV / 18TH ST,-122.414033253209,37.762158664622
2015-05-11 19:32:00,WARRANTS,PROBATION SEARCH,Monday,SOUTHERN,UNFOUNDED,10TH ST / HARRISON ST,-122.41127918996901,37.7715785765043
2015-05-11 19:32:00,MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,UNFOUNDED,10TH ST / HARRISON ST,-122.41127918996901,37.7715785765043
2015-05-11 19:32:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,UNFOUNDED,10TH ST / HARRISON ST,-122.41127918996901,37.7715785765043
2015-05-11 19:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,700 Block of VALLEJO ST,-122.40979166229299,37.7985083480435
2015-05-11 19:30:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,MISSION,NONE,3500 Block of 17TH ST,-122.425120873327,37.7631528082695
2015-05-11 19:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,RICHMOND,"ARREST, BOOKED",FULTON ST / 43RD AV,-122.503471153788,37.7716876668909
2015-05-11 19:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,CENTRAL,NONE,STOCKTON ST / CALIFORNIA ST,-122.40753977435699,37.79224917725779
2015-05-11 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,VANNESS AV / PINE ST,-122.422139511488,37.78941076334571
2015-05-11 19:20:00,MISSING PERSON,FOUND PERSON,Monday,INGLESIDE,NONE,0 Block of WANDA ST,-122.44014054351801,37.722892961762
2015-05-11 19:20:00,MISSING PERSON,MISSING ADULT,Monday,INGLESIDE,NONE,0 Block of WANDA ST,-122.44014054351801,37.722892961762
2015-05-11 19:19:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,300 Block of 4TH ST,-122.399833846531,37.781043217933394
2015-05-11 19:15:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,900 Block of NATOMA ST,-122.41556722131399,37.774033923051206
2015-05-11 19:15:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,SOUTHERN,NONE,900 Block of NATOMA ST,-122.41556722131399,37.774033923051206
2015-05-11 19:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.410524742229,37.8074451162355
2015-05-11 19:15:00,ASSAULT,BATTERY,Monday,BAYVIEW,NONE,FAIRFAX AV / KEITH ST,-122.381560759234,37.7381241839028
2015-05-11 19:15:00,ROBBERY,ATTEMPTED ROBBERY RESIDENCE WITH BODILY FORCE,Monday,BAYVIEW,NONE,FAIRFAX AV / KEITH ST,-122.381560759234,37.7381241839028
2015-05-11 19:10:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,TARAVAL,NONE,2400 Block of 19TH AV,-122.475458634529,37.742105499415395
2015-05-11 19:07:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,BAYVIEW,"ARREST, BOOKED",1300 Block of THOMAS AV,-122.386594164927,37.7278183430085
2015-05-11 19:07:00,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Monday,BAYVIEW,"ARREST, BOOKED",1300 Block of THOMAS AV,-122.386594164927,37.7278183430085
2015-05-11 19:07:00,WEAPON LAWS,POSS OF LOADED FIREARM,Monday,BAYVIEW,"ARREST, BOOKED",1300 Block of THOMAS AV,-122.386594164927,37.7278183430085
